0.960798452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.455521806,1.121977968,1.455521806,1.121977968,1.455521806,1.121977968,1.455521806,1.121977968,1,1
1.082472993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.449319914,1.106503281,1.449319914,1.106503281,1.449319914,1.106503281,1.449319914,1.106503281,1,1
0.936719483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.042588576,1.183502921,1.042588576,1.183502921,1.042588576,1.183502921,1.042588576,1.183502921,1,1
1.095474977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.01218946,1.143613399,1.01218946,1.143613399,1.01218946,1.143613399,1.01218946,1.143613399,1,1
0.954890502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.042212998,1.001104777,1.042212998,1.001104777,1.042212998,1.001104777,1.042212998,1.001104777,1,1
0.93280688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.090000193,1.056969569,1.090000193,1.056969569,1.090000193,1.056969569,1.090000193,1.056969569,1,1
1.000545721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.019284207,1.072320403,1.019284207,1.072320403,1.019284207,1.072320403,1.019284207,1.072320403,1,1
0.915068983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.497903222,1.135093879,1.497903222,1.135093879,1.497903222,1.135093879,1.497903222,1.135093879,1,1
1.013090647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.953074688,1.148459869,0.953074688,1.148459869,0.953074688,1.148459869,0.953074688,1.148459869,1,1
0.913560353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997444714,1.026646904,0.997444714,1.026646904,0.997444714,1.026646904,0.997444714,1.026646904,1,1
0.978866545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.353440639,1.061491714,1.353440639,1.061491714,1.353440639,1.061491714,1.353440639,1.061491714,1,1
1.025230572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.200022535,1.017413231,1.200022535,1.017413231,1.200022535,1.017413231,1.200022535,1.017413231,1,1
0.922417178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.868161327,1.00380017,0.868161327,1.00380017,0.868161327,1.00380017,0.868161327,1.00380017,1,1
0.927914528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.822793593,1.08348188,0.822793593,1.08348188,0.822793593,1.08348188,0.822793593,1.08348188,1,1
1.084988761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.27379175,1.193233182,1.27379175,1.193233182,1.27379175,1.193233182,1.27379175,1.193233182,1,1
1.009135359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.185326224,1.10338876,1.185326224,1.10338876,1.185326224,1.10338876,1.185326224,1.10338876,1,1
0.91185798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.455335947,1.12923388,1.455335947,1.12923388,1.455335947,1.12923388,1.455335947,1.12923388,1,1
1.070345312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.762097134,1.192579324,0.762097134,1.192579324,0.762097134,1.192579324,0.762097134,1.192579324,1,1
