1.040413667,1.040413667,1.040413667,1.040413667,1.040413667,1.040413667
0.84197556,0.84197556,0.84197556,0.84197556,0.84197556,0.84197556
0.879415367,0.879415367,0.879415367,0.879415367,0.879415367,0.879415367
0.999116101,0.999116101,0.999116101,0.999116101,0.999116101,0.999116101
1.187391217,1.187391217,1.187391217,1.187391217,1.187391217,1.187391217
0.920161855,0.920161855,0.920161855,0.920161855,0.920161855,0.920161855
1.150249973,1.150249973,1.150249973,1.150249973,1.150249973,1.150249973
1.126570401,1.126570401,1.126570401,1.126570401,1.126570401,1.126570401
0.831548082,0.831548082,0.831548082,0.831548082,0.831548082,0.831548082
0.98076508,0.98076508,0.98076508,0.98076508,0.98076508,0.98076508
1.118184985,1.118184985,1.118184985,1.118184985,1.118184985,1.118184985
0.956223974,0.956223974,0.956223974,0.956223974,0.956223974,0.956223974
1.101121435,1.101121435,1.101121435,1.101121435,1.101121435,1.101121435
0.950373106,0.950373106,0.950373106,0.950373106,0.950373106,0.950373106
1.103525213,1.103525213,1.103525213,1.103525213,1.103525213,1.103525213
1.037821532,1.037821532,1.037821532,1.037821532,1.037821532,1.037821532
0.907653995,0.907653995,0.907653995,0.907653995,0.907653995,0.907653995
0.88943167,0.88943167,0.88943167,0.88943167,0.88943167,0.88943167
0.855417665,0.855417665,0.855417665,0.855417665,0.855417665,0.855417665
1.079430034,1.079430034,1.079430034,1.079430034,1.079430034,1.079430034
1.140076648,1.140076648,1.140076648,1.140076648,1.140076648,1.140076648
0.914285373,0.914285373,0.914285373,0.914285373,0.914285373,0.914285373
1.080005056,1.080005056,1.080005056,1.080005056,1.080005056,1.080005056
1.055362444,1.055362444,1.055362444,1.055362444,1.055362444,1.055362444
0.878376773,0.878376773,0.878376773,0.878376773,0.878376773,0.878376773
0.848482715,0.848482715,0.848482715,0.848482715,0.848482715,0.848482715
1.013241743,1.013241743,1.013241743,1.013241743,1.013241743,1.013241743
1.191151469,1.191151469,1.191151469,1.191151469,1.191151469,1.191151469
0.887109494,0.887109494,0.887109494,0.887109494,0.887109494,0.887109494
