"updatedJordanLakeInflow","durhamInflow","updatedOWASAInflow","updatedFallsLakeInflow","updatedLakeWBInflow","updatedLittleRiverRaleighInflow","crabtreeCreekInflow","updatedLillingtonInflow","claytonGageInflow"
8.93753602968006,6.83952520569241,1.66472340845823,7.87923290858014,5.59786384655263,5.42502270613953,6.24412441157117,8.96969973792197,5.95801553532562
8.94522259537217,6.88837211897598,1.7177642785558,7.98609172309114,5.66460190495068,5.55883886569341,6.33626319902929,8.9927143930666,6.17318005050045
9.01945107182306,7.00541673810614,1.83933912299042,8.09505571512242,5.78508133791497,5.67233083098725,6.41056570261445,9.0525576475021,6.43330418339959
9.07362485648323,7.04616178817794,1.88916736716542,8.1590384616908,5.83087336889959,5.76624844035038,6.49734928629232,9.10581010494011,6.52089722133142
9.06962758259186,7.04698090386164,1.8751078342078,8.14288712724857,5.85613577439635,5.67733950854673,6.45826641326763,9.18767807357864,6.49269839288373
9.14392745101991,7.19685036500369,2.02027687396365,8.31500975246528,5.92451047676611,5.79790774310496,6.5752054956507,9.2761634794834,6.15424524718457
9.21420973986776,7.30946629656673,2.1636810747233,8.42305791059116,5.99624789215341,5.85716054982804,6.55770730721514,9.33319100377976,5.90782908690108
9.16904915422413,7.15195141756275,1.98832095933037,8.29873494774278,5.9598070297948,5.86657244068155,6.60405533831402,9.341495782998,6.20348756473938
9.20380416440021,7.31264765477631,2.18868078096289,8.38279950926676,6.03091333107172,5.91600389292018,6.57604559980218,9.38931660940877,6.64535182868185
9.28263092906166,7.3450741657259,2.19983892011511,8.38818457738068,6.00379911755769,5.98556646857239,6.62562856902855,9.46151065418026,7.28505145176067
9.15082040541874,7.283418856452,2.15860709690579,8.31629748440462,5.96312569853933,5.83462999691169,6.49276730273681,9.34366255120759,7.12953514370855
9.20963273491332,7.38895940853022,2.23614383455317,8.43755492716433,6.00186751072488,5.90508105034348,6.57413954298467,9.3723641629611,7.18083759146513
9.14443206208904,7.26137985603622,2.11432269543358,8.33201181645254,5.8780025014808,5.7624646856719,6.43104152681808,9.31244752196213,7.08098504026739
9.09143464988207,7.22482435850819,2.03539203206929,8.25266167277398,5.77566732497604,5.65371960098956,6.34653323051772,9.19599698969627,7.08519000182272
8.99418166932803,7.13500536147777,1.99953522186016,8.12040746284797,5.74868585513393,5.56355380831724,6.2935980533854,9.08531196459087,6.97759604601116
8.82271931174026,6.90041155777741,1.72575925135101,7.87380859972584,5.48464487232966,5.37785079284486,6.15956822487113,8.95334808185917,6.79367941366108
8.56895681335125,6.75488035075694,1.5777205444328,7.62684222216233,5.33546024619811,5.08791205598656,5.89129306403791,8.64466272361869,6.44323768273638
